Key,Type,Desc,Ru
Missions/#208_name,Text,,Оазис Селима
Missions/#208_tagline,Text,,Дорога в Африку
Missions/#208_victory,Text,,"Прекрасно! Вы смогли не только обезопасить важный торговый путь, но и построить процветающий город, которым довольны даже самые придирчивые жители. Вы достигли поистине блестящих результатов."
Missions/#209_tagline,Text,,Нубийская граница
Missions/#209_victory,Text,,"Прекрасно! Вы основали процветающий город, на который равняются другие египетские города и с завистью заглядываются нубийцы."
Missions/#210_name,Text,,Саккара
Missions/#210_tagline,Text,,Первая пирамида
Missions/#210_victory,Text,,Ваши достижения поражают воображение. Возведённая под вашим мудрым руководством огромная пирамида теперь обращена к небу и сулит бессмертие нашему любимому фараону.
Missions/#211_mission,Text,,"Как Ден прежде, фараон Хуни приказал снарядить поход в суровые земли Синая, чтобы наладить добычу бирюзы и меди. Он пожелал, чтобы вы возглавили эту экспедицию в Серабит-Хадим, где когда-то находилось египетское поселение. Неизвестно, в каком состоянии оно находится, однако наверняка сможет послужить укрытием для экспедиции. Знайте, что из последнего похода в эти земли никто не вернулся, как и те, кто отправился к ним на помощь.

Тем не менее, для оружия наших солдат Царство отчаянно нуждается в меди, которая почти не встречается на наших землях. Приготовьтесь к тому, что вам придётся постоянно отражать атаки бедуинов из синайской пустыни, как и атаки наших врагов ханаанеев. Добудьте столько меди и самоцветов, сколько можете в столь тяжёлых условиях, и вовремя исполняйте запросы фараона. Постройте несколько ювелирных мастерских, чтобы создавать из излишков самоцветов вычурные украшения для нужд людей поселения."
Missions/#211_name,Text,,Серабит-Хадим
Missions/#211_tagline,Text,,Бедуины с востока
Missions/#211_victory,Text,,Вы преодолели опасности Синая и обеспечили Египет ценной медью и бирюзой. Ваши деяния останутся в памяти последующих поколений.
Missions/#212_name,Text,,Медум
Missions/#212_tagline,Text,,Царский некрополь
Missions/#212_victory,Text,,Превосходно. Построенный вами царский некрополь поистине великолепен. Годы верного служения вашей семьи были щедро вознаграждены — теперь у вас есть собственная священная гробница.
Missions/#213_name,Text,,Бухен
Missions/#213_tagline,Text,,Завоевание Нубии
Missions/#213_victory,Text,,"Благодаря вашим умениям Египет захватил часть Нубии. Основанный вами город демонстрирует покоренным нубийцам силу, богатство и величие Египта."
Missions/#214_mission,Text,,"Наш новый фараон Снофру намерен сделать всё, чтобы четвёртая династия запомнилась как самая величайшая в Египте. Его архитекторы спроектировали ещё более величественную гробницу, чем ступенчатая пирамида Хуни, и фараон пожелал, чтобы вы возглавили строительство. Вам понадобится основать поселение к югу от Дашура — именно там будет располагаться ломаная пирамида.

Город обеспечит рабочую силу, необходимую для завершения такого грандиозного проекта. Ломаная пирамида должна быть построена из камня и облицована белым известняком, чтобы вечно сиять под солнцем пустыни. Известняк можно будет добыть в самом Дашуре, но камень придётся где-то закупать. Фараон желает расширить наши границы дальше на юг. Он приказал вторгнуться в Нубию и основать крепость Бухен у второго порога Нила.

На севере Египет установил отношения с Энгоми на Кипре. Остров получил своё название благодаря богатым залежам меди — востребованного ныне товара. Драгоценные самоцветы можно приобрести в недавно построенном в землях Синая форпосте Серабит-Хадим. Однако последние поставки оттуда нерегулярны из-за непрекращающихся набегов бедуинов и ханаанеев на поселение, и неизвестно, сколько ещё сможет продержаться египетский гарнизон."
Missions/#214_name,Text,,Южный Дахшур
Missions/#214_tagline,Text,,Ломаная пирамида Снофру
Missions/#214_victory,Text,,"Фараон возносит вам похвалу. Ломаная пирамида, которую вы возвели в его честь, затмевает своим великолепием любой монумент прошлого."
Missions/#215_mission,Text,,"Фараон Снофру установил в Египте порядок, и Царство процветает под его мудрым и добрым руководством. Снофру желает воздвигнуть в Дашуре новое сооружение, ещё более величественное, чем ранее завершённая ломаная пирамида. Придворные архитекторы, землемеры и инженеры уверены, что смогут построить монумент, прямые стены которого наклонены под одним углом и сходятся в одной точке на вершине. В случае успеха это будет первая правильная пирамида — вечное пристанище, поистине достойное фараона Снофру!

Супруга фараона Хетепхерес недавно родила сына, которого нарекли Хуфу. Народ с большим опасением ждёт начала его правления, ибо оракулы Гора, бога фараонов, предсказали, что он не проявит благосклонности своего отца. Много достижений ждёт будущего фараона, однако провидцы боятся, что он будет править Египтом жёсткой рукой тирана. Плотникам придётся строить много пандусов, по которым рабочие смогут добраться до вершины пирамиды. Дерево можно закупать в Библе."
Missions/#215_name,Text,,Северный Дахшур
Missions/#215_tagline,Text,,Правильная пирамида
Missions/#215_victory,Text,,"Блестяще. Вы сыграли ключевую роль в знаковом событии в истории Египта: постройке первой истинной пирамиды. Возведённая вами пирамида Снофру станет эталоном, на который будут равняться все архитекторы после вас."
Missions/#216_victory,Text,,"Бесподобно. Несмотря на плохие условия и постоянные набеги свирепых кушитов, вы построили превосходный город и открыли выход к морю на южной границе Египта."
Missions/#217_tagline,Text,,Слоновая кость с востока
Missions/#217_victory,Text,,"Несравненно. Заложенные вами карьеры в Туре дали весь известняк, что требовался Хуфу... на данный момент. Благодаря сильной экономике, основанной на доходах с богатых карьеров Туры, ваш город достиг новых культурных и общественных высот."
Missions/#218_tagline,Text,,Великая пирамида и сфинкс
Missions/#218_victory,Text,,"Весь Египет преклоняются перед вашими достижениями. Вы построили огромную пирамиду Хуфу и наполнили её роскошными погребальными принадлежностями. Вы также воздали великие почести Хафре, воздвигнув его усыпальницу и грозного сфинкса."
Missions/#219_name,Text,,Бахария
Missions/#219_tagline,Text,,Западная пустыня
Missions/#219_victory,Text,,Превосходно. Вы выжали всё возможное из доступных вам скромных ресурсов и принесли силу Ра в эту глушь.
Missions/#220_tagline,Text,,Храм Солнца
Missions/#220_victory,Text,,"Браво! Построенный вами величественный храм Солнца воздаёт почести и Ра, и фараону."
Missions/#221_name,Text,,Оазис Дункул
Missions/#221_tagline,Text,,Кушитская угроза
Missions/#221_victory,Text,,"В условиях, когда Египет разваливается на части, вам удалось обеспечить своих людей всем необходимым. Умения вашего рода хорошо послужат Египту в наступающие тяжёлые времена."
Missions/#222_name,Text,,Оазис Дахла
Missions/#222_tagline,Text,,Путь караванов
Missions/#222_victory,Text,,"Пока вокруг вас рушится весь Египет, вам удалось удержать свой город на плаву. Эти умения хорошо послужат Египту в наступающие тяжёлые времена."
Missions/#223_name,Text,,Тинис
Missions/#223_tagline,Text,,Гражданская война
Missions/#224_tagline,Text,,Гражданская война
Missions/#225_tagline,Text,,Воссоединение
Missions/#226_tagline,Text,,Воссоединение
Missions/#226_victory,Text,,"Великие пирамиды и обелиски, возведённые вами, станут символами моего правления. Я очень благодарен вам. Ваше усердие будет вознаграждено."
Missions/#227_name,Text,,Иттауи
Missions/#227_tagline,Text,,Основание новой столицы
Missions/#227_victory,Text,,"Благодаря вашей бескорыстной заботе о своём народе Египет принял вас как законного фараона и надеется, что в вашей династии и впредь будут столь доброжелательные и умелыми правители."
Missions/#228_tagline,Text,,В Нубию
Missions/#229_tagline,Text,,На берегах Красного моря
Missions/#230_tagline,Text,,Великое испытание
Missions/#230_victory,Text,,"Сет приветствует вас своей улыбкой, доблестнейший фараон. Вы успешно выгнали нубийцев и укрепили южные рубежи."
Missions/#231_mission,Text,,"Царственный фараон, торговые пути налажены, и мы наконец можем показать Египту, какие богатства и процветание его ждут. Бубастис подойдёт для этого как нельзя лучше: оттуда мы сможем защитить важные торговые пути на востоке и заодно почтить хранительницу Египта Баст. Её город обязан превзойти все прочие города. Он должен расцвести, словно лотос, поражая всех своими развлечениями, школами, библиотеками и храмами. Его жители должны получить всё лучшее, в том числе иноземные благовония.

Возведённый Бубастис должен стать драгоценным камнем на одеянии двух царств. Однако, занимаясь строительством столь величественного города, будьте осторожны, берегитесь также бури, что поднимается на востоке. По всему Ханаану слышен стук копыт: это стремительные колесницы сметают всё на своём пути. Этими невиданными прежде орудиями правят воины-гиксосы.

Тучи сгущаются у Египта, и вам нужно как следует подготовиться к надвигающейся беде."
Missions/#231_name,Text,,Бубастис
Missions/#231_tagline,Text,,Город Баст
Missions/#231_victory,Text,,"Сверкающий город Бубастис славит вас, всемогущий фараон, и славит весь Египет."
Missions/#232_tagline,Text,,Возвращение Египта
Missions/#232_victory,Text,,"Египет ликует! Мы изгнали гиксосов с наших земель, и под вашим чутким правлением Египет снова вернулся к законным хозяевам."
Missions/#233_tagline,Text,,Возвращение Египта
Missions/#233_victory,Text,,Обещанием вечной жизни вы сумели вдохновить своих военачальников на великие победы. Гиксосы и их грозные колесницы были изгнаны с земли египетской.
Missions/#234_name,Text,,Библ
Missions/#234_victory,Text,,"О всемогущий фараон, с изгнанием хеттов со своих земель Египет стал грозной империей! Своим мечом вы даровали миру египетскую цивилизацию."
Missions/#235_tagline,Text,,Слава Египта
Missions/#235_victory,Text,,"О миролюбивейший фараон, ваше успокаивающее влияние поставило Египет на новую ступень величия!"
Missions/#236_tagline,Text,,Народы моря
Missions/#236_victory,Text,,"Славься, могущественный фараон! Ни одна династия не сравнится величием с вашей, и до скончания времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#237_tagline,Text,,Слава фараона
Missions/#237_victory,Text,,"Славься, могущественный фараон! Ни одна династия не сравнится величием с вашей, и до скончания времён египтяне будут произносить ваше имя с величайшим почтением."
Missions/#Ancient_Conquerors_desc,Text,,"У Египта немало завистливых соседей, жадно взирающих на нашу богатую империю, как стая гиен — на льва, едва поймавшего добычу. Сможете ли вы построить и возглавить армию и флот, что сокрушат наших врагов и защитят дельту Нила от набегов народов моря, ассирийцев и персов? Египет надеется на вашу защиту!"
Missions/#Ancient_Conquerors_name,Text,,Древние завоеватели
Missions/#Ancient_Conquerors_tooltip,Text,,"Сильные воины с далёких земель вторглись в Египет, пытаясь присвоить его богатства. Когда вы отобьёте их набеги и встретите славу Александра, в разделе «Выбрать миссию» вы сможете переиграть всю кампанию или любую из её миссий."
Missions/#Archaic_Period_desc,Text,,"В эпоху Раннего царства возникшие в Додинастическом периоде деревни постепенно объединяются в великое египетское царство. Юная цивилизация основывает столицу, защищает свои рубежи, осваивает водные пути и возводит первые монументальные гробницы."
Missions/#Archaic_Period_name,Text,,Раннее царство
Missions/#Archaic_Period_tooltip,Text,,"Постепенно из деревень, появившихся в Додинастический период, формируется настоящее царство, а с ним вырастают и великолепная столица и первые монументальные гробницы."
Missions/#C38_mission,Text,,"После череды блестящих побед на далёких полях сражений для защиты египетского народа и его земель фараон Тутмос, как и следует, задумался о подготовке к своему путешествию в загробный мир. Чтобы этот путь завершился благополучно, фараон желает, чтобы вы как можно скорее начали строительство его гробницы.

Постройте поселение на западном берегу Нила для обеспечения рабочей силой. Подберите подходящее место для гробницы в скалах к западу от поселения. Вам понадобятся опытные каменотёсы, которые смогут вытесать в камне многочисленные покои гробницы, и талантливые художники, которые выровняют и распишут стены. Постройте мастерские по изготовлению ламп, чтобы рабочие смогли работать в глубине гробницы. Для изготовления ламп необходимы керамика и масло, завозимое из далёких стран. Засейте поля хной, чтобы у изготовителей ярких красок было необходимое сырьё."
Missions/#C38_name,Text,,Тутмос в Долине
Missions/#C38_tagline,Text,,Первая гробница
Missions/#C38_victory,Text,,"Превосходно. Выдающееся достижение — завершено строительство гробницы для Тутмоса I! Фараон уверен, что такая красивая усыпальница ублажит богов и ускорит его путь в загробный мир."
Missions/#C39_name,Text,,Тутанхамон в Долине
Missions/#C39_tagline,Text,,Смерть Тутанхамона
Missions/#C39_victory,Text,,"Выдающееся свершение! Редко можно увидеть, чтобы рабочие в такие сжатые сроки создали нечто подобной красоты. Гробница Тутанхамона теперь надёжно запечатана до скончания времён. Будем надеяться, что безбожные расхитители никогда не обнаружат его усыпальницу!"
Missions/#C40_mission,Text,,"Наш самый могущественный фараон, Сети, сын Рамсеса I, провозгласил, что подошло время начать его приготовления к путешествию в загробный мир. Поэтому ваша задача — начать раскопки для его будущей гробницы в Долине Царей. Пусть ваши рабочие не жалеют сил. Необходимо принять надлежащие меры, чтобы по завершении работ ни одна другая постройка не могла бы потягаться с гробницей по мастерству её создателей ещё на долгие годы вперёд.

Но по мере того, как продвигается строительство, не забывайте и о защите от вандалов! Уже поступают сообщения, что жадные воришки собираются обогатиться, осквернив гробницы и нарушив вечный покой фараонов. Не допустите, чтобы царские усыпальницы в Долине постигло такое бесчестие, иначе ваша репутация в царстве серьёзно пострадает."
Missions/#C40_name,Text,,Сети в Долине
Missions/#C40_tagline,Text,,Гробница для фараона
Missions/#C40_victory,Text,,Вы хорошо постарались! Вам удалось защитить царские гробницы в Долине от нападений и в срок завершить строительство новой гробницы. Фараона Сети крайне порадовала искусная работа ваших строителей.
Missions/#C41_mission,Text,,"Приветствую царского наместника, регента Леванта и верного подданного нашего фараона, сына Ра. Как повезло тем, кто живёт во времена, когда благодетельная рука Египта простирается от дальних краёв Нубии до берегов Леванта. Бесконечна мудрость нашего нового фараона, достойнейшего Рамсеса II, и велико его видение, ибо именно он послал вас править этой прекрасной землёй, которая отныне принадлежит всё растущему Египту.

В этом краю, пусть всё ещё полном опасностей, есть несметные богатства, которые следует использовать. Зелёные холмы усеяны ценными деревьями, подходящими для изготовления колесниц и строительства. Здесь же можно найти залежи меди, хоть и небогатые, которую можно использовать для ковки грозного оружия. Обширные поставки древесины и меди, столь редких в наших землях, несомненно, будут встречены с распростёртыми объятиями. Посему вам доверено основать богатый торговый порт, из которого будут отправляться эти ценные товары. Фараон и народ Египта будут очень благодарны!

Но берегитесь! Проследите, чтобы ваши верные воины были оснащены быстрыми колесницами и лучшим оружием, поскольку хетты, в прошлом побеждённые отцом фараона Сети, всё ещё опасны и могут бросить вызов нашей власти над этой щедрой землёй. Возможно, для подавления мятежей вам понадобится собрать сильное войско, которое определённо пригодится в будущем. Наконец, дабы напомнить жителям этого края, кому они теперь должны поклоняться, фараон Рамсес II считает уместным воздвигнуть здесь прославляющий его обелиск."
Missions/#C41_name,Text,,Симира
Missions/#C41_tagline,Text,,Земли Леванта
Missions/#C42_name,Text,,Кадеш
Missions/#C42_tagline,Text,,Битва при Кадеше
Missions/#C43_mission,Text,,"Слава о нашем фараоне Рамсесе II бежит впереди него. А чтобы наследие его правления жило вечно, был издан приказ о возведении в сердце Нубии великого монумента и храма. Сам фараон выбрал это место для строительства. Со скал из розового песчаника, возвышающихся над западным берегом Нила в Абу-Симбеле, можно будет увидеть четыре огромные статуи его величества на троне.

Скульптуры, вырезанных из скалы, будут прославлять героические подвиги фараона во времена его великого триумфа в битве при Кадеше. Огромный монумент также будет служить напоминанием народу Нубии о величии и силе Египта. Людям богатой залежами золота и редких самоцветов Нубии всегда было неуютно под властью Египта.

Чтобы покончить с этим, вы должны быть всегда готовы к обороне и отправлять войска на случай, если они понадобятся фараону. Песчаник можно продавать для строек в других землях царства, как и прочие товары, что вы можете производить в этом богатом на сырьё краю. Но драгоценной древесины там очень мало. Вам определённо придётся наладить торговый путь для закупки этого товара, поскольку он понадобится для возведения строительных лесов вокруг огромной скульптуры."
Missions/#C43_name,Text,,Абу-Симбел
Missions/#C43_tagline,Text,,Колоссы Абу-Симбела
Missions/#C43_victory,Text,,"Превосходный результат! Рамсес II доволен величественным монументом, что вы возвели в его честь в Абу-Симбеле."
Missions/#C44_name,Text,,Рамсес в Долине
Missions/#C44_tagline,Text,,Непревзойдённая усыпальница
Missions/#C44_victory,Text,,"Прекрасно! Несмотря на непрекращающиеся чуму и несчастья, великая гробница для нашего стареющего фараона полностью готова. Её великолепие само по себе говорит, как мы ценим Рамсеса II, величайшего повелителя Египта."
Missions/#C45_mission,Text,,"С запада поступают всё более тревожные сообщения о растущих волнениях и недовольствах. Разведчики с запада докладывают о прибытии на берег Киренаики варварских племён, говорящих на незнакомом языке. Хуже того, эти племена объединились с Марайей, сыном Дида, царя ливийцев и врага фараона. До фараона Мернептаха дошли слухи, что эти наглецы с жёнами, детьми и всем скарбом скоро отправятся искать место для поселения на восток, к плодородной дельте Нила — на нашу родную землю!

У северных оазисов Сива и Фарафра уже случились небольшие стычки. На пути врага стоит ваш город Пи-Ер. Скоро эти дикари окажутся у ваших ворот. Фараон повелел не допустить их дальше! Вам понадобятся древесина для постройки крепких военных кораблей и медь для оружия. На ваше счастье, воинственные хетты, благодаря великой победе отца Мернептаха Рамсеса II у Кадеша, не доставляют больше никаких неприятностей. Укрепите свой город и подготовьте верные отряды к смертельной битве."
Missions/#C45_name,Text,,Пи-Ер
Missions/#C45_tagline,Text,,Земля народов моря
Missions/#C45_victory,Text,,"Солнце потеснило ненастные тучи над Египтом. Ликует народ! Вероломный предводитель либу и его союзники с моря бежали под покровом ночи. Их непродуманный план поселиться у наших берегов провалился. И как удачно для нас, что столько их женщин и детей теперь оказались в плену у нас."
Missions/#C46_tagline,Text,,Отпор ассирийцам
Missions/#C47_name,Text,,Танис
Missions/#C47_tagline,Text,,Возрождение флота
Missions/#C47_victory,Text,,"Славьтесь, герой Таниса, защитник Египта! Ваши блестящие победы на земле и на воде сохранили независимость Египта. Некогда могущественные персы теперь дрожат от страха при имени фараона Ахориса."
Missions/#C48_name,Text,,Александрия
Missions/#C48_tagline,Text,,Александр Великий
Missions/#C48_victory,Text,,"Вы справились достойно. Ваша мудрость и тщательное планирование сделали Александрию центром торговли в Средиземноморье. Какое несчастье, что сам Александр Великий так и не увидел столицы своей империи. Но мы хотя бы знаем, что он надёжно погребён в её сердце."
Missions/#C49_name,Text,,Александрия Птолемея
Missions/#C49_tagline,Text,,Светоч Египта
Missions/#C49_victory,Text,,"Славный город Александрия теперь сияет на весь мир, словно маяк! Его Великая библиотека не имеет себе равных как центр науки и знаний, а Фаросский маяк уже стал одним из чудес света."
Missions/#C50_name,Text,,Маритис
Missions/#C50_tagline,Text,,Цезарь и Клеопатра
Missions/#C51_name,Text,,Александрия Клеопатры
Missions/#C51_tagline,Text,,Наследие царицы
Missions/#C51_victory,Text,,"Великолепная Александрия и судьба всего Египта находятся в ваших надёжных руках. Как и ожидалось, когда вы все-таки соблаговолили озарить Марка Антония своим присутствием, он обращался к вам со всеми почестями, надеясь получить деньги для своих целей. Он настолько вами увлёкся, что прибыл в Александрию, чтобы стать вашим спутником и возлюбленным."
Missions/#C52_name,Text,,Акциум
Missions/#C52_tagline,Text,,Антоний и Клеопатра
Missions/#C52_victory,Text,,"Благодаря богатой казне Клеопатры и тактическому гению Антония флот Октавиана и его легионы опытных воинов были разбиты. Римляне с нетерпением ждут триумфального возвращения Антония и Клеопатры, а Рим и Александрия будут рука об руку править всем Средиземноморьем ещё много поколений."
Missions/#CM01_name,Text,,Александрия
Missions/#CM01_tagline,Text,,Александрийское дело
Missions/#CM02_name,Text,,Мосты
Missions/#CM02_tagline,Text,,20 лет до вторжения
Missions/#CM03_name,Text,,Порог
Missions/#CM03_tagline,Text,,Абу или не Абу
Missions/#CM04_name,Text,,Колесничий блиц
Missions/#CM04_tagline,Text,,Расширение империи
Missions/#CM05_name,Text,,Империя
Missions/#CM05_tagline,Text,,Правьте своей империей
Missions/#CM06_name,Text,,Энгоми
Missions/#CM06_tagline,Text,,Побудь здесь
Missions/#CM07_name,Text,,Крепость Керма
Missions/#CM07_tagline,Text,,Кушиты требуют Керму назад
Missions/#CM08_name,Text,,Врата в Атлантиду
Missions/#CM08_tagline,Text,,Мы не одиноки...
Missions/#CM09_name,Text,,Хенен-несут
Missions/#CM09_tagline,Text,,"Так значит, ты хочешь стать фараоном"
Missions/#CM10_name,Text,,Святой Грааль
Missions/#CM10_tagline,Text,,Святой Грааль
Missions/#CM11_name,Text,,Враждебные народы
Missions/#CM11_tagline,Text,,Суровые времена в изобилии
Missions/#CM12_name,Text,,Царь
Missions/#CM12_tagline,Text,,Хорошо быть царём
Missions/#CM13_name,Text,,Кирена
Missions/#CM13_tagline,Text,,Река в Ливии
Missions/#CM14_name,Text,,Забытая гробница
Missions/#CM14_tagline,Text,,Забытая гробница фараона
Missions/#CM15_name,Text,,НАФТА
Missions/#CM15_tagline,Text,,Североафриканская зона свободной торговли
Missions/#CM16_name,Text,,Мемфис фараона
Missions/#CM16_tagline,Text,,Создайте свою столицу
Missions/#CM17_name,Text,,Схема пирамиды
Missions/#CM17_tagline,Text,,2 плюс 2 будет 5
Missions/#CM18_name,Text,,Песочница
Missions/#CM18_tagline,Text,,Просто возведение города
Missions/#CM19_name,Text,,Песочница: ломаная пирамида и сфинкс
Missions/#CM19_tagline,Text,,Просто возведение города
Missions/#CM20_name,Text,,Песочница: мавзолеи и мастабы
Missions/#CM20_tagline,Text,,Просто возведение города
Missions/#CM21_name,Text,,Песочница: кирпичные пирамиды
Missions/#CM21_tagline,Text,,Просто возведение города
Missions/#CM22_name,Text,,Песочница: обелиски
Missions/#CM22_tagline,Text,,Просто возведение города
Missions/#CM23_name,Text,,Песочница: пирамиды
Missions/#CM23_tagline,Text,,Просто возведение города
Missions/#CM24_name,Text,,Песочница: храм Солнца
Missions/#CM24_tagline,Text,,Просто возведение города
Missions/#CM25_name,Text,,Шаат
Missions/#CM25_tagline,Text,,Египетский форпост
Missions/#CM26_name,Text,,Небольшой оазис
Missions/#CM26_tagline,Text,,Вода — это жизнь
Missions/#CM27_name,Text,,Ступени
Missions/#CM27_tagline,Text,,Город ступенчатых пирамид
Missions/#CM28_name,Text,,Хорошая жизнь
Missions/#CM28_tagline,Text,,Живи долго и процветай
Missions/#CM29_name,Text,,Тошка
Missions/#CM29_tagline,Text,,Нубийский рубеж
Missions/#CM30_name,Text,,Два города
Missions/#CM30_tagline,Text,,Помогите братскому городу
Missions/#CM31_name,Text,,Неуверенность
Missions/#CM31_tagline,Text,,Самоподдерживающийся город
Missions/#CM32_name,Text,,Военные действия
Missions/#CM32_tagline,Text,,Держите дороги открытыми
Missions/#CM33_name,Text,,Загадка Сфинкса
Missions/#CM33_tagline,Text,,Каменный страж
Missions/#Cleopatras_Capital_desc,Text,,"Сам Александр Великий определил будущее место Александрии — города-порта на Средиземном море, который предстоит вам построить. В течение 300-летнего правления Птолемеев, которое закончится на Клеопатре VII, Александрия станет величайшим городом мира, а своим богатством и численностью превзойдёт даже Рим. Мавзолей Александра, Великая библиотека, Фаросский маяк и Цезариум — вот проекты, которыми вам предстоит заняться. Но как же грозные римские легионы? Пойдут ли они войной на Египет Клеопатры или защитят его?"
Missions/#Cleopatras_Capital_name,Text,,Столица Клеопатры
Missions/#Cleopatras_Capital_tooltip,Text,,Птолемей из Греции возвращает земле фараонов былую славу и отводит угрозу Рима.
Missions/#DefeatConditions_Content,Text,,"Миссия будет проигранной, если ваш долг превысит 5000 дебенов. Внимательно следите за своей казной!"
Missions/#DefeatConditions_Title,Text,,Условия поражения
Missions/#EndDemo,Text,,"Отлично! Спасибо, что поиграли в демо-версию Pharaoh A New Era. Если вам понравилось в Древнем Египте, добавьте игру в список желаемого! Вы также можете следить за процессом разработки на <link=""https://twitter.com/Triskell_Int""><u><color=#4374de>Twitter</color></u></link>, <link=""https://www.youtube.com/channel/UCMFarZeUbflrWorte1Bo5Rg""><u><color=#4374de>Youtube</color></u></link> и <link=""https://discord.gg/pharaohnewera ""><u><color=#4374de>Discord</color></u></link>."
Missions/#Middle_Kingdom_desc,Text,,Рождённое в распрях Среднее царство оказывается временем больших возможностей для вашего рода. Под вашим правлением Египет возвращает себе былую славу... и приумножает её.
Missions/#Middle_Kingdom_name,Text,,Среднее царство
Missions/#Middle_Kingdom_tooltip,Text,,"Несмотря на сложное начало, Среднее царство сулит вам великие возможности для вашей династии."
Missions/#New_Kingdom_desc,Text,,"Странные новые враги с ужасающим оружием ставят точку в истории Среднего царства, но вместе с тем готовят величественное становление Нового царства."
Missions/#New_Kingdom_name,Text,,Новое царство
Missions/#New_Kingdom_tooltip,Text,,"Среднее царство сметает жестокий новый враг, вооружённый хитроумным и превосходным оружием. Но на обломках прежней страны Египет переродится вновь."
Missions/#Old_Kingdom_desc,Text,,"В период Древнего царства Египет достиг невиданного богатства, славы и могущества. И хотя по всей долине Нила возводятся невероятные монументы, мудрецы пророчат беды в будущем Двух земель."
Missions/#Old_Kingdom_name,Text,,Древнее царство
Missions/#Old_Kingdom_tooltip,Text,,"Для Египта наступает золотой век богатства, власти и славы, по всей стране возводятся невероятные монументы. И всё же, достигнув таких головокружительных высот, Египет вязнет в войнах."
Missions/#Predynastic_desc,Text,,"Ваш род берёт начало в Додинастическом периоде, когда небольшая группа кочевников под вашим руководством едва познала плоды цивилизации. Под вашим руководством Египет ступает на путь к величию, едва различимом в отдалённом будущем."
Missions/#Predynastic_name,Text,,Додинастический период
Missions/#Predynastic_tooltip,Text,,"Во времена Додинастического периода кланы, которые со временем будут править Египтом, делают первые неуверенные шаги на пути к цивилизации."
